"yrbrn","prtvteit","prtclfit","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","likrisk","liklead","sothnds","eqwrkbg","eqpolbg","ppltrst","trstlgl","trstplc","trstplt","trstep","trstun","lrscale","euftf","atchctr","atcherp","ccrdprs","edlvfit","trstprl","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","ccnthum","dscrgrp","ctzcntr","brncntr","feethngr","pbldmna","volunfp","mbtru","emplrel","impcntr","hincfel","polintr","aesfdrk","gincdif","freehms","vteurmmb","lrnobed","domicil","loylead","wprtbym","actrolga"
"1934",NA,NA,NA,"4","4","4","2","4","2","2","2","2","4",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"2","4","2","2","2",NA,"4","2","2","2",NA,"2","4",NA,"2","1","1","1","2","2","3","6","2","2","4","2","2",NA,NA,"2","4","2","2","1"
"1984",NA,NA,"3","3","3","3","3","3","3","3","4","5","3","4","4","5","6","6","6","6","6",NA,"7","7","7","7","11","6","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","1","1","1","2","2","3","2","2",NA,"2","2","2","3",NA,"2","3","3","3","3"
"1959",NA,NA,"2","3","3","3","2","1","2","2","2","3","4","3","3","4","6","6","4","6","6",NA,"4","9","6","6","17","6","3","3","2","3","3","2","4","3","3","3","3","3","3","4","2","1","1","1","2","2","3","1","3","7","3","2","2","2",NA,"2","2","3","2","2"
"1975","1",NA,"4","5","2","2","3","4","2","3","1","0","3","6","6","5","7","7","7","7","7","7","1","7","7","4","9","6","3","2","1","2","1","2","4","3","2","2","2","4","2","5","2","1","1","1","2","2","3","1","1","1","3","2","2","2","1","2","4","2","5","2"
"1992","5","5","3","4","3","3","3","3","3","3","2","4","4","6","6","6","6","8","5","6","7","6","4","10","7","4","18","7","4","4","2","3","3","2","4","3","3","2","2","2","4","3","2","1","1","1","2","2","3","1","2","1","3","2","3","2","1","2","4","2","4","1"
"1950",NA,NA,"3","4","1","3","1","3","2","3","0","0","6","6","6","9","7","8","2","3","6","7","0","7","5","8","4","3","3","3","4","2","2","2","6","3","1","1","2","1","4","3","2","1","1","1","2","1","3","6","2","2","2","2","2","2","1","2","4","3","2","3"
"2005",NA,NA,"4","2","2","3","4","2","5","3","3","4","5","5","5","3","5","6","3","4","4","7","7","7","6","9","4","4","3","3","2","3","1","3","3","4","3","3","3","4","1","4","2","1","1","1","1","2","3","6","2","1","2","2","2","1","1","2","3","2","3","2"
"1965",NA,NA,NA,"4","1","4","2","3","2","2","0","3","5","6","6","8","7","7","4","6","6",NA,"6","10","10","6","9","6","2","4","3","1","2","1","4","1","1","1","3","4","3","3","2","1","1","1","2","2","3","1","3","2","2","2","1","1","1","2","3","2","2","3"
"1958",NA,NA,"4","5","6","6","5","5","5","5","5","4","4","2","3","3","6","7","8","8","9","7","7","7","7","8","4","6","5","4","5","5","5","5","5","5","5","5","4","3","4","4","2","1","1","1","2","2","3","6","3","2","4","4","4","3","44","3","4","3","5","3"
"1936",NA,NA,"3","2","5","4","3","1","5","3","1","2","1","6","6","4","6","6","3","6","6",NA,"0","10","10","0","3","5","4","2","1","4","5","3","2","2","1","3","4","2","5","4","2","1","1","2","2","2","3","6","4","1","4","4","1","5","33","1","3","1","1","1"
"1963",NA,NA,"3","3","2","2","2","4","3","3","6","3","4","6","6","2","4","2","0","3","3",NA,"4","9","9","6","9","4","2","4","4","3","3","2","4","2","2","2","2","1","1","2","2","1","1","1","2","2","3","1","1","2","4","2","1","1",NA,"2","1","3","5","1"
"1988","1","1","2","4","1","2","1","3","1","2","3","4","4","6","6","6","7","8","5","5","5","8","5","9","6","3","11","6","3","4","1","3","1","1","4","1","2","2","2","3","3","3","2","1","1","1","2","2","3","1","2","2","2","2","1","2","1","1","3","1","1","3"
"1970",NA,NA,"2","2","2","5","4","5","5","4","3","2","2",NA,"3","4","3","3","5","4","3","2","4","3","3","1","4","3",NA,"2","3","2",NA,"2","4","4","4","4",NA,"5","4","2","2","1","1","1","2","2","3","6",NA,"3","3","2","2","3",NA,"3","4","3","2","2"
"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","4","3","3","6","1","1","1","1","1",NA,"2","4","5","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","2","1","1","1","2","2","3",NA,"3","3","3","2","3","4","2","4","4","4","3","2"
"1957","5",NA,"5","4","2","2","3","3","4","2","5","4","2","6",NA,"2","5","6","6","7","8","5","6","9","6","6","11","6","2","2","2","3","2","2","3","3","4","3","3","3","2","3","2","1","1","1","2","2","2","1","2","2","3","2","2","2",NA,"1","3","1","2","1"
"1947",NA,"1","3","4","2","4","2","4","3","2","0","0","2","4","3","6","5","6","4","4","4","7","2","8","4","4","17","6","3","5","3","3","4","3","5","5","3","3","3","2","3","3","2","1","1","1","2","2","3","1","3","2","2","3","2","2","2","2","4","4","3","1"
"1974",NA,NA,"3","6","1","3","1","3","1","2","0","1","4","6","5","4","8","9","2","6","6",NA,"5","9","9","7","4","5","3","4","2","2","3","1","6","2","3","2","2","3","3","4","2","1","1","1","2","2","3","6","2","2","4","2","1","2","1","1","4","3","3","1"
"2006",NA,NA,"2","3","3","3","1","2","2","2","3","3","3","4","4","8","7","8","4","7","7","5","7","8","5","7","4","7","3","3","3","3","3","2","3","3","4","2","2","6","3","3","2","1","1","1","2","2","3","6","2","1","4","1","3","1","1","2","3","2","2","2"
"1979",NA,NA,"4","5","4","4","5","5","4","4","2","3","3","4","2","4","6","5","5","6","8","5","5","5","5","6","2","6","3","4","4","3","4","4","5","2","4","2","3","1","4","4","1","2","2","2","2","2","3","6","1","2","4","2","2","4","65","2","1","2","1","1"
"1941",NA,NA,"3","4","2","2","1","3","1","2","0","0","4","6","5","2","0","2","0","0","0",NA,"3","8","8","3","4","0","1","6","3","3","3","2","6","1","1","1","1","1","5","3","2","1","1","1","2","2","3","6","2","2","4","3","1","2","1","4","1","4","3","1"
"2005",NA,"2","2","4","3","2","3","3",NA,"2","4","4","5","6","6","10","5","7","6","4","4","1","8","8","8","6","9","4","2","4","3","2","2","2","4","2","3","2","1","3","4","4","2","1","1","1","2","2","3","6","1","2","4","2","5","5",NA,"1","3","1","2","1"
"1967","1","1","1","5","1","2","1","3","1","1","1","3","5","5","5","7","7","9","6","6","6","7","5","9","6","7","4","7","1","3","1","2","1","1","4","1","1","1","1","1","3","4","2","1","1","1","1","2","3","2","3","2","2","2","3","2","1","2","3","2","2","3"
"1954",NA,NA,"1","4","2","2","1","3","3","2","1","1","6","6","6","2","0","10","0","4","3",NA,"4","9","7","5","9","0","2","2","1","1","2","1","2","1","2","1","1","1","1","2","2","1","1","1","2","2","2","1","3","1","4","2","1","2","55","3","1","3","1","1"
"1945",NA,NA,"1","3","4","3","1","3","1","4","2","4","5","2","5","2","4","8","6","4","4","8","2","10","2","3","17","6","4","2","1","2","2","1","4","1","1","1","3","1","3","2","2","1","1","1","2","1","3","1","4","1","2","2","5","4",NA,"1","4","2","2","2"
"1996",NA,NA,"2","2","2","2","2","2","2","2","2","3","5","6","6","7","7","8","6","7","7",NA,"8","7","6","10","8","7","2","2","1","1","1","1","2","1","2","1","2","3","2","2","2","1","1","1","2","2","1","1","3","2","3","2","1","1","1","2","4","2","5","2"
NA,NA,NA,"2","2","3","3","3","3","4","4","4","4","4","2","3","3","7","7","4","5","5","2","4","6","5","3","5","3","4","4","4","5","5","5","4","3","4","4","4","5","5","3","2","2","2","2","2","2","3","6","3","3","3","3","4","4","33","4","2","4","5","3"
"1978",NA,NA,"2",NA,"3","3","3",NA,NA,NA,"5","4","6","3","6","5","0","4","0","0","3","6","2","7","3","7","12","1","3","3","3","3","3","3","3","3",NA,NA,"2","2","3","4",NA,"2","2","1","2","2","3","1","2","3","4","2","2","3","2","3","4","3","1","2"
"1970","2",NA,"3","6","3","1","1","1","2","1","0","0","3","6","6","9","8","9","5","6","9","4","8","10","8","10","17","8","1","2","1","1","1","3","6","1","3","1","1","1","3","4","2","1","1","1","2","1","3","2","2","1","3","1","2","1","1","3","4","5","1","3"
"1936",NA,NA,"2","3","3","3","3","2","2","2","3","3","5","0","0","0","0","4","0","0","0","5","0","6","0","8","2","0","2","3","2","2","2","2","4","2","2","2","2","2","2","4","2","1","1","2","2","2","3","6","4","3","4","4","1","5","55","2","2","2","3","1"
"1968",NA,NA,"2","5","2","3","3","3","3","3","1","1","4","4","5","7","5","8","3","8","7",NA,"7","7","5","7","9","7","4","3","3","3","3","3","5",NA,NA,"2","2","2","2","3","2","1","1","1","2","2","3","1","2","2","2","3","2","2","1","2","3","2","1","2"
"1991","6",NA,"2","5","1","2","3","3","2","2","5","4","5","6","6","8","7","9","6","5","9","5","8","8","6","9","9","6","2","2","1","2","2","1","3","4","2","1","1","1","1","4","2","1","1","1","2","2","3","1","1","1","3","2","2","1","2","1","3","3","2","2"
"1948",NA,NA,"2","6","2","4","2","5","2","2","0","2","4","5","6","2","10","10","6","7","8","4","6","10","7","8","2","8","1","4","1","1","3","2","6","2","4","2","3","2","3","4","2","1","1","1","2","1","3","6","1","2","3","2","1","2","1","2","4","3","1","2"
"1942","1",NA,"2","4","2","1","2","2","2","2","1","3","3","4","4","3","8","8","4","6","7","8","0","10","5","7","1","5","2","3","1","1","1","1","3","1","1","1","1","1","3","4","2","1","1","2","2","2","3","2","3","2","3","1","3","3","1","2","3","3","2","2"
"1997","2",NA,"1","4","1","3","3","1",NA,"2","1","2","5","6","6","8","7","6","3","7","8","2","6","7","6","7","18","6","2","3","2","1","1","1","4","2","1","1","2","2","3","4","1","1","1","1","1","2","3","1","1","1","2","3","1","1","1","4","1","5","3","2"
"1975",NA,NA,"1","2","2","2","3","3","3","2","5","6","6","6","6","3","7","7","8","9","8","7","5","10","8","6","17","9","1","2","3","2","2","2","2","2","2","3","2","2","2","3","2","1","1","1","2","1","3","1","2","2","2","1","4","5","1","2","5","2","5","3"
"1934",NA,NA,"6","6","1","1","1","4","3",NA,"0","0","6","3","3","1","1","9","0","0","0",NA,"0","0","0","6","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","4","2","1","1","1","2","2","3",NA,"4","2","4","1","1","4","55","1","4","3","1","1"
"1981",NA,NA,"5","1","1","1","1","2","3","3","3","3","3","6","6","6","4","5","3","1","1","3","7","8","6","8","4","4","3","3","2","2","2","1","4","3","3","2","2","3","3","5","2","1","1","1","2","2","1","6","2","3","2","1","1","1","1","3","3","2","1","3"
"1965","2",NA,"3","4","1","2","2","2","3","2","3","3","4","6","5","6","8","7","5","6","7","3","8","8","8","6","9","7","2","4","1","2","2","2","5","2","1","2","1","4","3","4","2","1","1","1","2","2","3","1","2","1","3","3","2","2","1","2","4","2","4","3"
"1995","2","2","3","4","1","4","1","1","1","1","1","2","6","6","6","8","6","6","6","6","7","2","9","10","10","7","17","6","2","4","2","1","3","1","4","2","1","1","1","1","3","4","2","1","1","1","1","2","3","1","2","2","2","2","1","1","1","1","3","2","2","3"
"1995","7",NA,"2","2","1","3","1","2","2","2","2","2","5","5","5","2","7","7","3","6","6","2","8","10","8","10","8","3","1","2","2","2","2","2","3","2","2","2","1","3","1","3","2","1","1","1","2","2","3","1","1","2","4","3","2","1","1","1","3","2","2","2"
"1951",NA,NA,"4","4","2","2","3","6","4","3","1","2","2","6","4","5","6","5","4","4","5",NA,"5","6","6","5","2","4","4","5","5","3","4","4","5","3","3","2","2","3","4","3","2","1","1","1","2","2","3",NA,"1","2","3","2","2","2","55","2","4","2","2","1"
"1977",NA,NA,"4","4","2","4","1","2","3","2","2","3","5","4","5","7","6","5","6","7","5",NA,"6","7","7","8","9","6","3","4","4","3","3","2","3","3","3","3","4","3","3","4","2","2","2","1","2","2","3","1","2","3","3","3","3","2","1","2","4","3","2","1"
"1959",NA,NA,"1","6","2","2","3","3","3","3","0","0","6","6","6","2","0","10","0","0","0",NA,"3","3","0","7","2","0","1","6","4","4","3","3","5","5","2","2","3","2","6","4","2","1","1","1","2","2","3","1","1","4","4","2","4","1",NA,"3","4",NA,"1","1"
"1959","1",NA,"2","4","3","2","2","3","2","2","1","1","4","6","6","3","3","7","6","5","6","7","2","10","6","2","4","7","2","4","3","3","3","2","4","3","3","2","3","2","4","2","2","1","1","1","2","2","3","6","2","1","3","3","3","2","1","2","4","2","4","1"
"1999",NA,NA,"3","3","2","1","1","3","1","1","0","0","4","6","4","4","6","6","2","3","5","5","7","6","6","1","4","3","4","4","3","3","2","1","4","2","1","2","1","1","4","4","2","2","2","2","2","2","3","6","1","2","4","2","1","4","65","2","3","2","1","1"
"1982","4","4","1","3","1","1","1","2","2","2","5","6","5","1","5","8","6","7","4","1","7","10","2","8","6","6","8","6","4","2","1","2","2","2","2","3","2","2","2","4","3","4","2","1","1","1","1","1","1","2","3","2","1","1","3","2","2","2","4","4","3","3"
"1970",NA,NA,"4",NA,"3",NA,NA,NA,NA,NA,"1",NA,NA,NA,"5","6","6","7","5","6","7",NA,"4","10","6","4","9","6",NA,"4","3","3","3","3","4","3","3","3","1","2","3","3","2","1","1","1","2","1","3","1","3","2","3","3","2","3","1","1","4",NA,"3","1"
"1992",NA,NA,"3","3","3","4","3","4",NA,"3","4","4","3","2","3","4","3","2","3","2","3",NA,"3","8","7","4","5","3","5","5","4","4","4","5","4","4","4","4","3","3","3","2","2","1","1","1","2","2","3","2","2","3","3","2","3","3",NA,"2","4","2","3","2"
"2001",NA,NA,"3","5","4","3","2","2","3","4","6","2","4","0","3","5","5","7","0","0","2","5","0","5","0","8","8","1","3","4","4","4","4","3","5","2","4","4","3","3","3","4","2","1","1","1","2","2","3","6","3","2","4","1","1","1","2","3","4","1","3","1"
"2006",NA,NA,"2","3","2","1","1","2","1","3","0","2","5","5","5","4","6","6","5","6","6","5","6","9","6","9","4","5","2","4","3","2","1","1","4","1","1","2","1","2","3","4","2","1","1","1","2","2","3","6","2","3","3","2","2","2","1","2","4","3","1","2"
"1933",NA,NA,"5","5","2","4","2","5","2","2","0","0","5","6","5","5","6","6","3","3","3",NA,NA,"6","6","6","1","5","2","5","3","2","3","2","5","2","2","2","3","3","5","3","2","1","1","1","2","2","3","6","3","2","4","2","2",NA,"55","1","3","3","2","1"
"1983",NA,NA,"1","4","1","3","2","2","3","1","3","3","6","3","6","6","8","9","4","5","3","4","10","10","10","10","9","7","1","3","2","2","3","2","4","2","3","2","1","2","2","5","2","1","1","1","1","1","3","1","2","2","2","3","1","1","1","1","2","3","3","2"
"1983","2",NA,"1","5","1","1","1","1","2","1","3","4","4","5","6","7","10","10","7","0","9","3","9","10","8","10","17","6","1","1","1","1","1","1","3","4","6","1","1","3","4","3","2","1","1","1","2","1","3","2","1","1","3","1","1","1","2","4","4","4","2","3"
"1969",NA,NA,"4","5",NA,NA,"3","4","3","3","2","2","4","4","5","5","7","6","5","5","5",NA,"5","8","5","7","6","5","3","3","3","3","3","3","4","3","3","3","3","3","4","4","2","1","1","1","2","2","3","1","2","2","3","2","2","2",NA,"2","3","4","2","2"
"2006",NA,NA,"3","1","1","1","1","1","3","2","4","2","3",NA,NA,"7","5","6","4","5","5",NA,NA,"8","7","6","4","5","1","1","1","1","1","1","3","1","1","1","2","2","2","4","2","1","1","1","2","2","3","6","1",NA,"4","1","1","1","65","3","4","2",NA,"1"
"1992",NA,NA,"4","4","2","4","1","4","1","2","1","0","4","6","3","3","8","8","2","7","4","4","5","10","8","8","9","4","2","4","4","3","4","1","5","2","2","2","1","2","4","4","2","1","1","1","2","2","3","6","3","3","3","3","2","3","1","2","1","3","3","1"
"1983",NA,NA,"1","4","3","1","2","3","2","3","5","5","3","4","4","4","6","7","4","6","6","6","6","6","6","4","4","5","4","3","1","3","2","2","3","3","2","3","3","3","3","2","2","2","2","1","2","2","3","1","2","3","3","2","2","3","65","2","4","2","2","2"
"2000",NA,NA,"3","5","2","3","2","2","2","2","3","3","4",NA,NA,"6","4","7","2","6","7",NA,"8","7","6","6","9","3","2","4","1","2","2","2","5",NA,NA,"2","2","2","2","3","2","1","1","1","2","2","3","3","2","2","2","2","2","2","1","2","3","2","2","2"
"1937","4","1","4","4","3","4","3","4","3","3","0","1","2","3","3","6","4","8","5","3",NA,"7","4","10","5","5","2","6","2","5","2","3","4","2","6","2","2","2","2","1","4","3","2","1","1","1","2","2","3","6","3","3","3","2","2","2","2","2","4","2","2","1"
"2002","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","5","0","0","0","2","5","8","5","10","5","5",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2","1","1","1","2","2","7",NA,"4","7","4","4","3","1","1","1","3","3","4","1"
"1948",NA,NA,"3",NA,"2","3","2","2","2","2","3","3","4","6","5","0","1","5","5","0","5",NA,"5","10","4","5","9","5","3","3","2","3","2","2",NA,"2","2","2","2","2","2","4","1","1","1","1","2","2","3","6","4","2","3","3","3","1","2","1","1","2","2","1"
"2007",NA,NA,"3","2","2","2","2","2","3","3","3","3","3","4","4","5","8","9","5","5","8",NA,"0","10","5","6","4","6","3","2","2","3","2","2","2","2","2","2","2","2","1","4","2","1","1","1","2","2","3","6","3","3","4","2","2","2",NA,"3","1","3","2","1"
"1954",NA,NA,"5","4","3","6","2","6","1","3","0","1","1","6","5","3","6","7","1","2","1",NA,"0","8","6","7","2","3","1","6","3","3","5","2","6","2","6","4","2","2","6","3","2","1","1","1","2","2","3",NA,"3","2","3","2","2","2","1","1","3","3","2","1"
"1992","3",NA,"3","4","1","2","1","3","3","1","4","3","5","6","6","2","1","3","0","3","3","2","10","5","5","9","11","2","1","3","2","3","2","2","3","2","4","2","1","4","3","3","2","1","1","1","2","2","3","1","2","2","4","4","2","1","1","2","2","4","3","2"
"1980","3",NA,"3","3","3","3","1","2","2","2","4","4","5","6","6","7","7","8","6",NA,NA,"6","7","9","5","6","9","7","4","2","2","2","2","1","3","3","3","2","2","2","3","4","2","1","1","1","2","1","3","1","2","2","3","1","3","1","1","2","3","4","3","2"
"1938",NA,NA,"3","2","2","6","1","6","3","6","4","0","3","3","1","0","10","10","10","10","10","6","0","10","5",NA,"1","10","1","5","5","4","3","1","6","4","2","1","3","2","3",NA,"2","1","1","2","2","2","3","6","4","3","4","4",NA,NA,"55","1","1","2","2","1"
"1967","1","1","1","3","1","2","2","2","3","2","4","3","5","6","6","5","8","10","6","7","8","8","3","10","8","2","17","7","2","1","1","1","2","1","3","2","1","1","1","1","2","2","2","1","1","1","1","2","1","1","2","1","2","2","1","2","1","2","1","2","2","3"
"1947",NA,NA,"4","4","2","5","1","4","3","3","0","2","3","5",NA,"2","6","6","3","5","6","4","5","8","6","3","8","4","3","4","2","3","3","5","5","3","2","3","3","3","4","4","2","1","1","1","2","2","3","1","2","2","3","1","1","1",NA,"4","4","5","2","1"
"1991",NA,NA,"3","4","4","3","5","3","4","5","4","4","3","3","2","4","5","4","6","2","1","5","6","4","2","8","9","6","3","4","3","4","4","3","4","3","4","3","4","5","3","5","2","1","1","1","2","2","3","1","3","2","2","3","4","4","44","4","4","4","3","4"
"1934",NA,NA,"4","6","1","4","1","4","1","3","0","0","5","6",NA,"4","9","10","2",NA,NA,"5","8","9","5","5","2","3","2","4","3","3","4","1","6","1","3","2","1","1","4","3","2","1","1","1","2","2","3","6","2","3","4","2","1","2","55","2","3","3","2","1"
"1998","4","4","4","4","3","4","2","2","2","2","0","0","4","6","6","6","4","7","5","5","5","8","0","10","4","2","9","6","2","5","2","2","2","2","4","4","3","2","2","2","4","2","2","1","1","1","2","2","3","1","2","2","3","2","3","2","2","2","4","2","4","1"
"1990","5",NA,"1","3","1","1","1","2","3","2","0","3","5","6","4","10","6","7","4","6","7","7","3","10","6","7","18","6","4","2","2","3","2","1","4","2","2","2","2","2","3","2","2","1","1","1","2","2","2","1","2","1","3","2","1","2","1","2","4","1","3","2"
"1971",NA,"5","2","3","1","3","1","3","2","3","2","3","4","6","5","3","5","7","3","6","7","9","8","5","5","7","2","4","3","3","3","3","3","1","5","2","1","1","2","2","4","4","2","1","2","2","2","2","3","1","2","2","3","2","2","2","1","1","4","3","3","2"
"2003",NA,NA,"2","4","1","1","1","1","2","2","2","2","5",NA,NA,"5","2","2","1","2","2","3","8","2","1","3","4","1","1","6","3","2","1","1","5","1","1","1","2","1","5","4","1","2","2","2","2","2","3","6","1","3","2","2","1","4","65","1","3","2","5","2"
"1986","6",NA,"3","6","2","2","1","2","5","3","2","4","3","5","4","2","7","7","0","0","7","5","5","10","4","9","9","4","2","1","1","3","2","2","4","3","4","2","2",NA,"2","4","2","1","1","1","2","1","3","1","2","2","3","1","1","1","1","4","4","4","2","2"
NA,NA,NA,"6","6","1","1","1","1",NA,NA,"0",NA,"2",NA,"6","2","0","8","0","0","0","5","5","10","4","5","8","1","1","2","2","2","2",NA,NA,NA,"2","2","2",NA,"2","3","2","1","1","1","1","2","7","1","3","3","3","3","1","1",NA,"1","1","3",NA,"1"
