"yrbrn","prtvteit","prtclfit","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","likrisk","liklead","sothnds","eqwrkbg","eqpolbg","ppltrst","trstlgl","trstplc","trstplt","trstep","trstun","lrscale","euftf","atchctr","atcherp","ccrdprs","edlvfit","trstprl","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","ccnthum"
1947,77,66,4,3,2,2,3,4,4,2,4,5,5,6,6,7,6,8,2,2,5,77,4,8,7,7,2,3,3,3,2,2,3,2,4,4,3,3,3,1,3,4
2007,66,66,2,4,2,2,2,4,2,2,2,2,6,8,8,4,88,88,88,88,88,88,4,4,4,6,4,88,2,4,2,2,2,2,4,2,2,2,2,2,2,4
1974,77,66,1,1,5,1,4,1,6,4,0,6,2,6,6,0,6,0,0,4,3,7,0,10,6,10,12,3,1,1,1,3,1,6,1,2,1,3,5,3,1,3
1951,77,1,4,5,3,4,2,4,4,3,2,1,3,3,3,3,4,6,4,3,3,7,2,8,5,4,6,6,3,3,3,4,4,4,5,3,3,4,3,3,4,2
1962,4,4,3,3,1,2,2,2,2,2,0,2,4,6,6,4,7,7,5,5,6,7,0,9,8,6,8,7,2,1,1,2,1,2,4,2,1,3,3,2,3,5
1946,2,2,4,4,3,3,2,4,3,3,1,2,4,5,5,4,6,6,5,7,5,2,8,10,7,7,4,2,3,5,3,3,3,2,4,3,2,2,2,2,4,4
1967,3,3,2,3,1,2,1,1,1,2,4,4,6,6,6,5,4,7,0,3,4,88,5,10,5,5,4,3,1,1,1,1,1,1,3,3,1,1,1,1,1,3
1970,77,66,3,4,3,4,2,3,2,1,3,4,5,6,6,8,7,6,6,6,6,3,0,8,6,7,17,5,2,3,2,1,3,2,4,3,77,2,1,1,4,3
1953,5,66,1,1,88,1,1,1,2,2,0,8,8,5,6,0,7,8,0,6,10,8,0,6,6,5,11,6,88,1,2,2,2,1,1,2,2,88,1,1,1,4
1943,66,66,4,4,2,3,1,3,3,2,2,1,5,6,6,4,8,8,6,5,5,4,1,3,3,3,2,2,1,3,3,2,3,3,4,4,2,2,2,1,2,3
1944,77,66,4,4,3,3,3,4,2,3,0,1,3,6,5,1,8,8,0,7,6,77,3,7,7,3,2,8,3,4,4,3,3,2,6,2,2,2,3,3,3,3
1957,1,1,3,3,3,4,1,3,1,3,0,0,6,1,5,3,5,7,4,4,88,9,2,10,4,4,9,6,3,5,3,2,2,1,6,1,1,1,3,1,5,2
1947,77,66,3,4,2,2,2,2,2,3,0,0,4,5,4,6,8,8,2,7,7,88,7,8,7,6,4,7,4,4,4,4,4,4,5,88,1,1,1,1,1,4
1955,2,7,2,3,2,2,2,3,3,2,2,4,4,5,5,4,6,6,5,6,6,3,6,8,7,7,8,7,2,4,2,2,2,3,3,2,2,2,1,2,4,4
1986,66,66,3,5,1,2,2,2,1,3,0,4,4,6,6,7,9,9,4,6,6,88,5,10,9,7,4,6,2,3,2,3,2,1,6,2,2,2,2,3,3,3
1980,1,4,2,3,3,3,1,1,1,2,0,4,5,6,6,6,6,8,5,4,4,10,0,5,5,6,18,6,3,3,1,2,2,2,4,3,2,2,2,2,2,5
1958,66,66,4,4,1,2,4,3,1,4,3,4,3,4,3,4,4,5,3,6,3,3,7,5,7,8,8,3,2,4,4,1,2,1,4,1,1,2,2,1,4,4
1956,4,4,3,4,3,3,1,3,3,3,0,5,5,3,3,3,8,7,2,6,3,6,2,8,6,3,4,6,3,4,3,3,3,1,4,3,1,2,3,1,2,2
2000,77,66,2,4,1,2,2,3,2,2,2,1,4,5,5,6,6,6,2,6,6,5,3,5,5,5,12,5,2,2,2,2,2,1,3,3,3,3,1,5,3,3
2004,66,66,3,4,1,3,1,2,3,2,1,2,3,2,2,8,6,8,88,88,88,88,5,5,2,2,7,8,1,4,1,3,4,3,4,3,3,3,3,3,2,2
1957,4,66,2,2,2,2,2,2,2,2,0,2,5,6,6,5,6,7,5,5,5,6,2,6,5,5,4,5,2,3,2,2,2,2,3,3,3,3,2,3,3,3
1982,77,66,3,4,2,2,1,4,3,3,2,2,4,6,6,5,3,3,0,2,4,77,4,8,7,6,17,5,2,4,3,2,2,1,5,2,2,2,2,2,4,3
1993,66,66,2,4,2,2,2,1,3,3,3,3,5,5,4,5,6,6,3,4,2,5,5,7,5,5,8,4,4,1,1,3,1,3,4,3,2,2,1,1,2,3
1948,66,66,3,4,3,3,4,4,2,2,1,1,2,5,4,1,5,5,5,4,88,88,88,6,6,7,4,6,2,4,3,3,3,3,4,3,4,3,3,3,3,3
1935,66,66,3,6,2,1,2,2,2,2,0,0,4,3,4,9,10,10,7,7,7,6,2,10,5,7,2,8,1,1,2,2,2,3,6,1,3,2,2,2,4,4
1966,66,66,3,4,1,1,1,2,2,2,0,3,6,6,6,5,8,9,6,5,5,7,4,10,4,5,4,5,2,3,1,1,1,1,4,1,1,1,1,1,1,3
1976,77,66,5,1,1,1,1,2,3,4,2,2,4,6,6,4,2,1,1,2,3,5,5,8,4,6,4,0,3,5,1,1,1,1,5,1,1,1,1,1,4,4
1972,2,66,2,3,3,2,2,3,2,2,0,2,5,6,4,7,7,7,5,5,7,3,8,10,7,8,11,5,4,3,2,2,2,1,5,2,1,3,2,3,3,4
1980,77,66,3,6,1,2,2,3,1,2,1,2,3,6,6,7,6,7,4,5,5,77,5,10,9,7,9,4,2,4,2,3,3,1,5,2,2,1,1,2,3,2
1994,2,66,2,3,2,3,3,3,3,3,3,3,5,6,5,6,6,7,5,7,6,2,6,10,7,7,18,3,3,4,2,2,3,3,4,3,3,2,2,2,3,4
1941,2,2,1,4,1,1,1,1,5,2,4,6,4,6,6,6,7,6,5,7,0,0,10,8,8,8,17,6,2,2,2,1,1,3,3,1,1,1,1,2,1,3
1983,1,1,1,3,1,2,1,2,1,3,3,3,4,6,6,6,8,9,5,5,4,6,4,10,6,7,8,6,2,2,2,2,1,1,3,2,1,2,2,1,3,3
1969,66,66,4,4,2,5,3,5,4,4,0,0,3,6,6,3,3,6,2,2,2,5,3,8,5,4,4,5,3,5,1,3,4,2,4,4,3,3,3,6,4,3
1953,77,3,2,4,1,1,1,3,3,1,0,3,6,6,6,10,7,10,5,7,7,3,5,9,9,7,17,5,2,4,2,1,2,1,5,2,2,2,1,1,3,4
1971,1,1,3,2,3,3,2,3,2,4,2,1,4,5,5,3,2,6,4,88,88,8,88,9,5,88,4,6,4,3,2,2,3,1,3,2,2,2,2,2,3,3
1953,5,66,3,6,2,5,5,5,5,3,2,2,4,4,4,4,3,4,4,4,88,88,88,8,3,6,6,4,3,4,4,3,3,3,5,2,4,2,2,2,2,3
1945,1,1,3,4,1,4,1,4,1,4,0,0,0,6,6,0,7,10,7,8,8,10,10,10,6,5,9,6,1,4,1,1,4,1,5,1,1,1,1,1,1,3
1963,77,77,3,3,3,3,3,3,3,3,2,2,6,6,6,2,6,6,6,6,5,77,6,9,7,9,8,6,2,2,1,1,2,1,4,1,1,1,1,1,4,3
1973,77,66,3,1,1,3,2,1,2,2,4,3,5,6,4,6,8,9,4,6,7,6,7,8,6,8,8,7,2,1,2,2,1,2,2,2,2,1,3,2,1,4
1990,66,3,2,3,2,2,1,2,1,2,3,3,4,4,5,7,7,6,5,5,6,3,7,8,8,7,17,6,1,1,1,2,1,2,2,1,1,2,1,2,2,4
1974,2,66,3,4,2,2,1,2,2,1,0,3,6,6,6,7,6,9,6,5,5,4,4,8,8,6,4,6,1,4,3,1,1,1,4,3,2,1,1,1,3,3
1947,77,66,3,5,2,3,2,5,2,2,0,0,6,4,8,3,3,4,3,1,1,88,88,3,2,6,2,3,2,5,2,2,3,2,6,2,2,2,2,3,5,3
1970,66,4,1,4,3,77,3,4,3,2,1,1,0,6,6,3,2,6,3,1,1,7,0,8,0,2,6,3,1,4,4,3,3,1,4,3,3,3,3,3,4,2
1949,2,2,3,4,3,3,2,4,4,3,1,3,4,3,3,5,1,6,2,5,88,2,4,7,5,6,2,4,2,5,3,3,3,3,5,3,2,2,2,3,4,5
1995,1,66,2,3,3,2,2,3,3,2,2,4,4,6,6,4,2,8,5,5,6,8,2,10,5,3,9,7,4,3,2,2,2,2,4,3,2,2,3,3,4,2
1983,66,66,3,4,4,5,5,5,5,4,4,4,3,4,4,6,6,6,6,6,4,6,6,4,4,4,5,6,4,4,4,4,4,5,5,5,5,2,3,5,5,3
1934,5,5,3,4,2,3,1,4,2,2,0,1,4,6,6,4,7,8,0,6,6,7,5,10,6,2,2,5,1,5,3,3,4,1,5,3,4,3,1,1,5,4
1983,77,66,3,5,1,2,1,3,1,2,3,2,5,6,6,5,6,6,5,7,7,77,4,8,7,7,17,5,1,4,1,1,1,1,3,2,1,1,1,1,1,4
2007,66,66,1,3,2,3,1,2,4,3,2,3,4,5,6,4,7,7,4,6,7,88,88,7,7,6,4,3,3,3,3,3,2,3,3,2,3,2,1,2,2,3
1979,66,66,1,1,3,1,3,2,4,1,4,4,3,4,2,6,6,5,7,4,6,7,4,8,6,3,18,3,5,1,1,3,1,1,2,3,2,2,4,3,5,2
1948,66,2,88,5,77,77,77,3,5,4,0,0,1,3,1,88,88,10,0,0,5,5,2,9,5,1,2,88,2,77,77,4,5,2,77,77,4,3,2,2,77,88
1955,66,2,4,6,6,6,5,5,5,5,4,4,4,3,3,6,6,9,8,5,6,3,6,8,5,6,3,7,5,4,4,4,2,2,3,3,3,4,4,5,5,4
1962,66,66,3,4,3,3,2,3,2,3,0,0,4,6,6,8,5,7,5,6,7,88,7,4,4,10,4,5,3,4,2,2,2,2,4,3,2,2,2,2,4,3
1953,77,66,3,6,1,3,2,3,1,3,2,3,3,6,6,5,6,8,3,5,4,5,5,9,9,7,7,3,3,4,2,2,3,1,6,2,2,2,1,2,3,3
1957,2,66,3,4,1,4,1,4,2,2,3,3,3,5,5,7,7,6,6,7,6,4,6,8,5,7,4,7,3,3,2,2,2,1,5,1,1,2,2,2,4,3
1940,66,66,4,4,1,4,1,3,5,3,0,0,3,6,6,6,4,4,0,2,2,6,0,10,4,6,2,2,2,6,1,1,1,6,6,1,1,1,1,1,5,4
1950,66,66,3,3,3,3,1,2,3,3,0,0,4,2,3,3,6,6,1,88,88,5,1,9,7,6,3,4,3,3,2,3,3,2,5,3,3,3,3,1,3,4
1979,4,4,2,3,3,2,1,4,3,1,0,0,5,6,6,0,7,4,0,6,4,7,0,10,10,7,4,7,3,2,88,2,2,1,5,2,1,2,2,88,3,4
1996,66,66,2,3,2,2,4,4,3,1,2,5,4,5,6,5,3,6,0,6,2,5,10,8,6,7,9,2,4,1,3,3,3,4,5,4,3,2,3,5,3,5
1998,4,4,3,3,2,4,3,5,2,3,3,4,3,6,6,8,7,7,7,7,7,6,9,7,7,7,17,8,1,2,3,2,4,5,2,1,3,3,4,2,2,4
1969,77,66,4,4,2,3,2,3,2,2,0,0,5,4,3,5,0,10,0,0,0,77,88,3,1,6,4,0,2,5,3,2,3,2,5,2,2,2,2,2,5,5
1950,66,66,2,3,1,2,1,3,4,1,0,3,5,5,4,2,8,9,0,0,5,7,1,7,2,7,4,4,2,2,2,1,2,1,6,3,3,2,2,2,3,4
1965,66,66,3,3,3,2,2,2,2,2,4,4,4,6,5,4,0,5,0,0,6,77,0,7,0,5,9,0,3,2,1,3,2,3,3,2,2,3,2,2,2,4
1957,77,77,88,88,88,88,88,88,88,88,0,3,5,4,6,7,8,6,4,7,7,77,9,7,9,7,9,5,88,88,88,88,88,88,88,88,77,77,77,77,77,4
1963,4,66,3,4,3,3,2,3,3,3,1,1,4,6,6,4,7,8,8,9,9,7,1,8,8,6,4,7,2,3,3,3,3,2,4,2,2,2,1,2,4,3
2002,66,66,1,6,2,1,1,2,2,2,4,4,6,5,5,9,9,9,9,6,9,5,8,10,2,9,9,8,1,1,1,1,2,2,2,4,3,2,2,5,1,4
1950,77,66,3,4,2,3,2,3,3,3,2,3,6,4,3,6,6,7,5,5,5,5,3,8,6,5,4,5,3,3,2,1,3,2,4,3,3,2,1,2,3,3
1969,66,66,3,6,3,5,1,1,3,2,0,0,3,6,4,6,7,9,5,3,3,77,8,10,7,66,4,7,3,4,2,3,3,1,5,3,4,3,4,3,2,55
2002,3,3,2,3,1,2,3,2,2,1,3,2,4,6,6,5,4,2,1,4,88,3,10,7,6,7,9,4,1,3,1,1,1,1,3,3,3,2,1,3,3,4
1969,4,4,4,4,1,4,2,4,2,2,4,1,5,6,6,5,8,9,4,6,7,8,0,9,6,5,6,5,1,4,4,2,3,1,4,2,5,2,2,2,2,3
1955,66,66,1,5,1,3,1,2,1,1,2,3,6,6,6,2,3,2,2,1,1,5,3,10,8,6,4,3,1,2,2,1,1,1,4,1,1,1,1,1,3,3
1974,77,66,4,4,2,2,2,2,2,2,4,4,4,4,3,7,6,6,5,5,3,88,6,8,8,8,17,6,2,2,2,2,2,2,2,2,2,2,2,2,2,4
1949,5,5,4,5,2,3,2,3,2,2,0,0,6,6,6,10,8,10,4,6,10,7,0,10,7,8,4,6,2,4,2,1,3,1,6,2,1,1,2,1,3,4
1966,5,5,4,4,3,4,3,4,3,3,2,1,5,6,6,4,3,7,3,3,6,6,4,10,5,4,9,5,2,5,3,3,3,2,4,3,3,2,2,2,4,3
1946,66,66,5,2,1,4,2,4,2,2,2,1,5,4,5,6,0,8,0,0,0,4,8,8,5,10,2,0,2,5,4,1,3,2,6,2,3,2,2,1,4,4
1960,66,66,3,3,1,1,1,3,2,1,0,1,5,5,5,3,7,7,0,5,6,5,0,10,5,8,4,0,2,4,3,2,2,1,5,1,2,2,1,1,4,4
2001,4,4,2,1,2,2,2,1,3,2,2,4,5,5,6,6,6,7,6,6,6,6,1,8,7,7,11,6,4,1,2,2,1,1,1,1,1,2,1,2,1,4
1982,77,66,1,3,1,2,1,1,4,2,4,6,3,4,5,7,8,9,4,5,5,4,7,6,6,7,17,8,3,4,1,1,1,3,1,2,5,4,2,6,1,5
1989,3,66,4,3,3,4,2,4,4,3,1,1,3,4,4,7,6,7,5,5,88,4,3,8,6,4,12,5,3,4,3,3,4,4,4,4,4,3,3,3,4,3
2007,66,66,1,4,1,3,4,1,5,1,3,2,3,3,6,4,1,3,0,3,3,3,8,7,4,8,4,0,1,4,2,1,2,2,3,4,4,1,1,5,4,4
1979,66,66,4,2,3,2,2,2,2,2,3,4,5,5,5,2,4,5,0,3,4,5,4,6,4,6,3,0,4,3,3,2,2,1,4,3,2,3,2,2,2,4
1983,2,66,2,6,1,2,2,3,1,1,1,3,4,6,6,6,8,7,3,5,5,5,5,8,8,7,9,5,2,3,2,3,2,2,6,1,3,2,1,2,3,3
1961,1,1,2,3,1,2,1,1,1,2,2,2,4,5,4,6,7,8,6,6,7,8,2,10,7,5,6,7,1,3,1,1,3,1,3,2,2,1,1,1,2,3
2007,66,66,2,2,3,1,3,4,2,3,3,5,3,5,6,3,2,1,0,2,3,5,8,8,9,8,4,2,4,2,2,1,3,2,4,2,3,1,1,5,2,5
1972,77,66,2,4,2,2,2,3,4,3,4,4,4,4,3,7,3,8,4,8,6,5,4,9,7,7,16,6,3,3,3,2,3,2,4,4,3,2,2,2,3,4
1938,66,66,4,4,2,4,1,4,4,4,0,1,2,5,5,7,8,8,6,7,88,2,7,10,0,3,2,8,2,5,5,2,5,1,5,3,3,3,3,2,5,3
1965,77,66,2,4,2,1,1,4,2,2,0,0,4,6,6,2,1,1,1,1,1,77,5,7,7,3,10,1,1,4,1,3,2,1,6,1,1,2,2,2,4,2
2001,5,66,3,4,3,3,3,2,3,3,3,3,4,6,6,4,8,7,3,7,7,6,2,9,7,9,9,3,3,3,2,3,2,3,3,3,3,3,3,5,2,3
1986,66,66,4,5,3,3,3,5,3,4,3,2,2,6,4,8,88,88,3,88,88,88,88,5,2,88,2,7,4,4,4,4,3,3,2,3,4,3,2,4,4,4
1979,1,66,4,3,3,2,3,2,2,3,4,3,4,3,4,5,3,5,3,1,1,5,5,6,5,3,9,4,3,3,2,3,4,4,4,88,88,2,3,4,2,3
1961,31,66,2,4,2,3,1,4,3,3,1,1,5,6,6,3,3,7,1,3,5,4,2,8,5,7,6,2,1,4,4,3,3,2,5,2,2,2,1,2,3,3
1981,66,66,2,2,4,4,2,2,6,2,5,5,4,5,3,5,5,5,5,5,5,10,6,10,10,0,8,5,2,4,1,3,3,5,5,5,5,4,3,3,2,3
1980,66,31,2,4,2,2,2,2,3,3,1,1,5,6,6,5,5,8,2,5,6,3,5,9,6,8,8,5,2,4,2,1,2,1,5,2,1,2,1,1,2,4
1996,4,4,2,3,3,3,3,3,2,3,2,4,4,6,6,7,9,8,6,8,8,6,3,9,6,10,6,6,4,3,2,3,2,2,3,3,3,3,1,3,2,4
1941,66,66,5,4,2,3,2,2,2,3,0,1,3,6,4,0,88,1,0,0,0,77,0,9,0,5,5,0,2,3,2,2,3,3,5,3,4,3,3,2,2,5
1948,77,66,4,5,2,4,1,3,4,2,0,3,2,6,6,5,3,5,0,1,0,5,5,8,6,2,3,6,2,4,2,2,2,1,4,2,1,2,2,2,3,3
1967,77,66,4,4,3,4,3,4,88,3,8,7,5,5,8,2,0,2,0,0,5,88,5,6,0,0,7777,0,3,4,88,3,3,3,5,3,3,88,3,2,4,88
1968,2,2,3,88,3,3,3,3,3,3,4,3,4,6,4,5,5,5,5,5,4,0,5,9,6,8,17,5,3,3,2,2,3,3,3,3,3,2,3,2,3,3
2002,66,66,2,2,4,2,2,2,3,3,6,4,2,5,5,5,3,4,0,1,5,9,3,10,5,3,6,1,4,2,2,3,2,1,2,4,4,3,2,2,2,4
1978,5,5,4,4,2,2,2,2,3,2,1,3,2,6,5,5,8,7,5,4,7,5,3,10,7,3,6,7,2,1,3,2,2,2,2,2,2,2,2,2,2,5
1953,2,66,4,4,1,2,1,4,3,3,3,3,4,6,6,7,8,8,5,7,88,3,7,9,4,6,9,8,3,4,2,2,2,1,5,3,3,2,2,2,4,3
1944,5,5,3,4,1,3,3,2,3,2,5,3,5,6,5,5,8,8,6,7,6,5,7,10,10,7,2,7,1,4,4,2,3,2,2,2,3,2,2,1,4,2
1956,1,66,3,6,3,4,4,4,3,3,0,0,5,8,3,0,5,8,0,0,0,5,0,10,0,3,3,2,3,4,3,3,3,3,5,1,1,2,2,2,5,3
1960,2,66,2,1,2,3,3,2,2,2,0,0,5,3,3,6,8,8,6,3,7,3,7,9,6,7,17,5,3,3,2,2,3,2,4,2,2,2,2,2,3,4
1975,88,66,2,2,2,1,1,2,2,2,3,5,5,6,5,6,4,5,1,4,4,5,5,6,6,0,3,3,2,1,1,1,1,1,3,2,1,1,1,1,3,4
2005,66,66,4,2,2,3,3,4,3,3,4,4,3,4,8,3,4,4,0,4,4,88,8,5,4,3,4,0,3,3,3,3,3,3,4,3,3,2,3,2,3,3
1962,66,77,4,5,1,4,1,4,4,2,0,8,6,6,4,3,9,9,0,10,5,88,8,10,7,6,4,0,1,4,3,1,3,1,4,3,3,3,3,1,4,3
1976,3,66,2,4,1,3,1,1,2,1,3,3,6,5,5,4,7,8,1,5,5,88,5,10,7,5,4,5,1,3,1,1,2,1,4,1,1,1,1,1,2,3
2002,66,66,2,4,3,3,3,3,4,2,5,2,5,6,6,4,5,5,5,3,4,4,8,5,6,9,9,4,2,3,1,2,3,3,2,4,3,2,1,5,3,5
1974,7,7,66,66,66,66,66,66,66,66,4,3,0,6,6,8,5,10,7,8,7,3,5,10,7,10,18,8,66,66,66,66,66,66,66,66,66,66,66,66,66,5
1939,4,66,2,6,2,2,1,1,1,1,0,0,3,5,6,5,4,5,0,0,0,5,5,10,10,8,3,0,1,4,2,1,1,3,5,1,1,1,1,3,2,3
1971,77,66,5,2,1,3,1,2,4,2,0,0,3,6,6,3,2,1,1,0,1,77,7,10,7,5,8,2,5,2,2,2,3,1,6,1,1,1,1,2,3,4
2005,66,66,3,3,1,3,1,1,3,3,4,5,4,8,8,6,88,88,88,88,88,88,7,10,5,7,4,88,2,3,2,2,4,4,4,4,4,3,3,3,2,3
1971,77,66,1,4,1,2,3,1,2,2,4,4,5,6,6,5,5,8,3,4,4,77,4,6,4,5,8,4,3,2,1,2,2,1,3,2,3,1,1,4,3,4
1993,1,1,3,4,1,2,2,2,1,1,2,4,5,6,5,7,7,8,5,7,6,6,7,8,7,6,12,5,1,3,2,2,2,2,4,2,2,1,2,3,3,3
1988,1,1,4,4,2,2,2,5,3,2,3,3,4,6,6,3,7,7,5,7,7,8,1,8,8,2,12,7,2,2,3,2,2,2,5,3,3,3,3,4,3,3
1969,77,66,3,3,3,3,3,3,3,3,0,3,6,6,6,6,8,8,5,6,7,77,88,10,10,8,9,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1968,77,66,3,4,1,2,1,2,2,3,1,2,4,6,5,4,1,2,0,1,1,77,6,9,9,5,11,0,3,4,3,2,2,1,5,2,2,2,1,3,4,2
1974,66,66,3,5,5,4,3,4,4,4,4,4,3,4,4,7,6,7,5,5,6,88,7,6,88,5,6,5,3,3,4,4,3,4,3,4,4,3,3,3,3,3
1950,88,66,4,2,2,2,2,2,2,2,0,0,6,6,6,1,88,88,0,0,88,88,0,8,88,6,8,10,2,2,2,2,2,2,2,2,2,2,2,2,2,3
1974,2,2,1,2,1,2,1,2,2,1,4,4,6,6,6,4,7,7,6,6,6,2,9,10,10,10,9,6,3,1,1,1,2,1,2,2,1,1,1,1,1,4
1950,1,66,1,1,1,4,3,5,1,2,0,8,8,6,6,0,6,6,0,6,6,8,0,6,6,6,4,6,6,1,4,5,1,5,6,3,2,3,1,1,1,4
1994,3,66,1,2,2,1,2,3,2,3,4,5,4,6,5,5,6,6,88,88,6,4,8,6,5,6,9,7,4,1,1,2,1,1,3,3,3,2,1,2,2,4
1998,66,66,2,2,1,2,1,2,3,3,2,3,6,5,3,7,8,9,5,6,7,88,3,10,7,8,9,6,4,2,1,3,2,1,4,3,2,2,2,3,3,3
1971,1,1,2,4,3,3,2,3,4,2,3,2,4,4,3,7,1,5,2,0,0,6,2,7,4,3,4,0,3,2,2,3,3,5,4,4,4,3,3,2,3,2
1955,66,66,3,3,3,2,1,2,4,2,0,3,5,4,5,2,8,9,0,0,0,8,1,8,2,8,4,0,2,3,2,2,3,2,6,2,2,1,2,2,3,4
1983,1,1,1,4,2,2,2,1,5,2,6,6,5,6,6,8,7,9,6,6,7,10,10,10,9,8,12,8,4,1,1,2,1,1,1,4,4,1,1,2,2,2
1945,77,66,2,4,2,1,1,2,2,2,0,2,4,6,6,10,7,9,2,88,6,88,2,8,7,3,4,6,1,2,2,2,2,2,4,3,1,1,1,1,1,4
1994,77,66,1,1,1,1,1,2,2,3,3,1,5,6,6,3,2,7,2,2,2,5,2,8,7,8,8,2,1,2,1,2,1,1,4,2,2,1,1,1,2,4
1966,7,7,4,5,1,2,2,2,2,2,3,3,4,6,6,0,3,2,0,4,6,2,0,10,10,10,4,4,3,3,2,3,2,1,3,2,2,1,2,4,2,4
1979,1,1,3,2,3,3,3,3,3,4,3,3,4,4,3,0,4,5,0,0,0,6,0,7,0,2,10,0,4,4,2,3,3,3,3,2,2,3,3,3,3,3
1944,66,66,3,4,2,2,2,3,2,3,3,3,3,5,5,2,7,7,5,6,7,2,4,9,5,6,2,5,3,4,3,3,2,2,3,2,2,2,2,2,4,4
1956,2,2,6,6,3,5,3,3,3,4,0,0,4,4,3,7,6,10,5,3,4,5,0,8,6,0,2,10,6,3,4,2,4,1,5,4,2,2,5,3,3,3
1946,66,66,6,3,2,4,1,4,3,4,0,0,3,8,8,7,5,8,4,4,88,6,4,7,4,0,2,4,4,2,2,2,3,3,6,4,4,3,4,2,3,88
1974,3,3,1,2,1,1,1,2,6,4,3,4,4,6,6,6,8,8,4,5,4,2,4,7,6,6,8,4,4,2,1,3,1,1,2,4,2,2,3,4,2,2
1997,77,66,1,5,1,3,1,2,1,1,1,1,6,6,6,4,2,6,2,2,1,6,4,8,3,8,12,3,2,3,1,1,3,3,4,2,3,2,1,2,3,4
1960,1,1,4,4,2,3,2,3,3,3,2,2,4,6,6,4,3,7,5,4,6,8,3,10,5,3,9,8,3,4,3,3,3,3,4,3,3,3,3,3,4,2
1951,1,1,2,5,4,2,3,2,2,2,2,5,5,5,5,4,6,7,3,6,6,8,9,6,7,5,8,5,2,3,1,1,2,2,4,1,1,2,2,2,2,4
1968,10,10,2,4,1,4,3,1,88,88,2,3,3,6,5,4,5,2,1,6,6,1,8,8,7,7,21,3,88,5,2,3,3,6,4,4,3,3,1,5,6,4
1961,77,66,3,4,3,3,2,3,2,2,1,3,4,5,5,5,5,7,4,5,7,5,5,9,5,8,4,7,3,3,2,2,2,2,3,2,2,2,2,2,2,4
1945,66,66,88,3,3,3,3,5,3,3,0,0,5,6,3,0,6,8,0,0,88,88,0,10,88,0,4,0,3,4,3,3,3,3,4,3,3,3,3,3,3,3
1952,66,66,1,5,1,3,2,4,2,2,0,0,4,5,5,2,6,9,3,4,5,88,3,8,7,4,4,2,3,5,1,1,4,3,6,2,2,1,1,3,5,4
1992,1,66,2,3,2,2,2,2,3,2,3,3,3,5,6,5,7,6,5,6,6,7,2,8,8,5,12,6,3,2,2,3,2,88,4,3,2,2,2,2,4,3
1964,66,66,4,4,4,5,5,5,5,5,3,4,3,4,4,5,6,6,6,5,6,2,3,4,4,6,4,6,5,5,5,5,4,4,4,4,4,5,5,5,6,3
1960,2,66,3,4,1,3,2,3,3,1,0,5,5,6,8,5,8,8,4,6,6,4,9,8,7,7,7,5,3,3,1,1,3,3,2,2,2,2,1,2,4,4
1964,66,66,88,4,2,4,1,4,3,88,0,0,7,8,8,0,0,0,0,0,0,88,88,5,0,88,4,0,1,4,88,2,4,2,5,3,3,3,3,1,4,88
1958,66,66,4,3,2,3,1,3,1,2,0,0,5,5,5,8,4,3,0,2,2,5,4,7,4,8,6,1,1,4,3,1,4,2,6,1,4,2,1,1,3,5
1986,1,1,2,4,1,3,3,3,3,3,2,3,3,6,6,4,7,8,5,7,6,6,5,7,6,9,9,6,3,4,2,3,3,1,3,4,3,2,2,2,2,4
1993,77,66,2,6,1,4,3,3,88,1,8,5,5,6,8,7,7,88,88,7,7,3,9,9,8,8,18,6,3,6,4,1,1,4,6,3,3,3,1,1,4,4
1962,77,66,3,4,3,3,2,2,2,3,3,2,3,4,4,7,4,4,4,4,5,5,7,6,8,6,9,3,3,3,2,2,4,3,3,2,2,3,2,1,3,4
1980,66,66,4,4,4,4,4,4,5,5,4,5,5,4,4,8,7,6,6,7,7,7,4,6,7,8,5,6,5,4,3,4,5,4,5,4,3,3,4,5,5,3
1956,4,4,2,4,2,1,1,3,1,1,3,6,5,6,4,0,5,1,0,4,4,8,0,10,10,10,5,5,4,2,1,1,1,1,4,2,1,1,2,1,3,4
2003,77,66,1,2,1,1,2,2,3,2,4,4,5,6,6,4,0,2,0,0,0,5,4,2,0,7,9,0,2,2,2,2,2,3,3,2,1,1,1,1,2,4
1963,2,66,3,5,1,5,5,2,5,1,2,3,4,6,6,6,7,7,4,10,10,0,8,8,8,10,17,10,2,4,2,2,4,5,5,2,5,2,2,5,5,4
1981,66,66,2,3,3,3,2,4,3,3,3,3,5,4,4,8,7,6,6,6,8,5,3,5,3,5,8,6,2,4,3,3,5,4,3,4,3,2,3,3,2,3
1999,77,77,3,3,3,3,3,3,3,3,2,3,5,6,6,7,7,7,4,6,7,77,10,10,8,10,9,5,3,3,77,3,3,3,3,3,3,3,3,3,3,3
1949,77,66,3,5,2,4,2,4,5,2,0,0,5,4,8,6,4,6,4,3,3,5,3,8,4,0,4,3,3,4,4,2,4,4,4,3,4,2,2,1,3,3
1985,3,66,3,4,1,3,1,4,2,2,2,0,4,6,6,3,9,9,1,8,7,5,6,10,10,8,9,5,2,4,3,2,3,2,4,2,3,2,2,3,3,4
